"","adj","p.val","fc","auc.mat","log10p","log2fc"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_dorei",5.4448299270827e-07,9.58390509840075e-08,-2.98774520291424,0.363119902657196,6.26401568117598,-1.57905711928981
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4566|s__GGB4566_SGB6305",0.314063085261729,0.247248571179658,0.108422401801939,0.517791370691923,0.502983107247728,-3.20526522353205
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecis",4.62438897744787e-09,6.45731999156826e-10,-2.92933868268223,0.344087082346751,8.33494564265538,-1.55057500358899
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis",0.487549075498336,0.411308375418273,0.147978299277488,0.517495395948435,0.311981662744071,-2.75654247187255
"k__Bacteria|p__Proteobacteria|c__CFGB2403|o__OFGB2403|f__FGB2403|g__GGB6601|s__GGB6601_SGB9333",4.20684835891534e-12,4.52337696120455e-13,-2.13798934448671,0.371119442252039,11.376043142386,-1.09625466283648
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4567|s__GGB4567_SGB6307",4.2405991616264e-24,2.28888775313681e-25,-2.09765854912311,0.335832675611681,23.3725727768496,-1.06877985924149
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp_BX15",0.0170259571913494,0.00649432399873701,-1.68843982171482,0.436233885819521,1.7688884628962,-0.755690760653801
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis",6.90291972352898e-27,3.20120028172879e-28,-4.44903885571399,0.217903183372797,26.160967177145,-2.15349369835661
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus",2.19999777824105e-05,4.81560705921242e-06,1.33013206968595,0.595673835832676,4.65757775776786,0.411569498975658
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__GGB6546|s__GGB6546_SGB9245",0.30299382803695,0.236645832043981,0,0.506749868455669,0.518566217955765,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus",0.528914743187599,0.45690467971851,-1.1026558542875,0.481855103920021,0.276614327108865,-0.140982587135417
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_SGB101145",0.00012753975220273,3.15554412956963e-05,0,0.461194422520389,3.89435443113967,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_10BH",0.0139075629077303,0.00524042766665863,-2.02557920140568,0.431703827940016,1.85674896694936,-1.01833449639995
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_fissicatena",0.491667485833492,0.415160682589097,-0.158291921804921,0.517972244146277,0.308328510827171,2.65934046335009
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques",2.32601029132717e-16,1.93089247858059e-17,-3.38794275361572,0.280592278347803,15.6333883680871,-1.76040949752358
